"","GSM4861833","GSM4861834","GSM4861835","GSM4861836","GSM4861837","GSM4861838","GSM4861839","GSM4861840","GSM4861841","GSM4861842","GSM4861843","GSM4861844"
"CSDC2",6.8747291595,6.9520462125,6.708923887,6.869934312,6.827804688,6.844732034,7.2596298485,7.047872677,6.967647457,7.1363300225,7.32848354,6.9196311225
"DESI1",11.41267107,11.57256836,11.1017607,11.18381317,11.42685426,11.52833786,11.63684559,11.5380677,11.51083338,11.83660263,11.75194838,11.7355389
"SNU13",6.461821051,6.47348345,6.869748569,6.7135126845,6.6847037255,6.3567121425,6.537682764,7.0955935275,6.965167218,7.3232782705,7.4698776045,7.0675817715
"SHISA8",3.288532988,3.468994515,3.55233132,3.465696956,3.43734915,3.439250197,3.978903471,3.628319667,4.195436106,2.61518759,3.52213169,3.61003708
"PTGFR",6.992164565,7.57817333,6.569875023,6.91921507,6.890286634,6.991245658,6.36031716,7.066207346,6.691856287,7.904771246,8.00827576,8.046760823
"TNFRSF13C",6.519155972,7.117683914,6.790217026,6.693128868,6.934804978,6.716747539,6.710308078,6.717417968,7.317308907,7.106804903,6.814697928,7.303961885
"NAGA",11.4853517,11.26776901,11.37341567,10.9884305,11.45095796,11.71742921,11.41485944,11.17406479,11.18841732,11.82970859,11.56080691,11.9425923
"NDUFA6",14.20870122,13.78446304,13.94328557,13.95099298,14.04673109,13.9138062,14.26075504,14.38682203,14.4235152,14.30689325,14.1898056,14.37064141
"TCF20",8.024852014,7.930644604,7.829102035,7.971452539,7.938109186,7.971217933,7.676496173,7.708820456,7.725297849,7.318437742,7.21389418,7.368435817
"NFAM1",5.806433638,6.231769712,6.147649222,5.756205744,6.124641398,6.453784423,5.485051445,5.489700194,5.605075488,6.349267085,6.29818933,6.348131387
"RRP7A",7.307146783,7.228728586,6.7084293,6.677808541,7.160338892,7.58803596,6.18573338,6.647922382,6.945073863,6.287583378,6.175137831,6.479838452
"POLDIP3",9.162173616,9.089311807,9.314962922,9.210751051,9.244023421,9.075419806,9.982795192,10.01107935,9.754290636,9.978698635,9.791656227,10.00711051
"CYB5R3",11.53867477,11.6669631975,11.7001126245,11.718910614,11.6235656795,11.534312221,11.4919481885,11.7372572705,11.7864990685,11.979570505,12.0968820265,11.984730425
"A4GALT",6.423882114,6.534109485,6.794911266,6.845813643,6.628800678,6.273728342,6.090595066,6.751252213,7.222470822,6.946180463,6.956294639,6.754987724
"ARFGAP3",10.96550342,10.93379249,11.14478166,10.96921874,10.98620488,11.11160268,10.66834805,10.9192719,10.81537252,10.78795778,10.56672951,10.74145085
"IFI44L",11.96981052,9.893254777,10.03867082,8.892252938,11.13000234,11.8999788,9.47779455,9.420132513,9.63075076,9.57011418,9.215356525,10.31814762
"PACSIN2",7.53441625,8.091815315,7.639129993,7.720336304,7.722935403,7.944901286,7.786602233,7.575961769,7.601177137,7.638361756,7.685837987,7.784043104
"TTLL1",6.137601398,5.905045549,6.058899882,5.935195323,6.097864518,6.249477897,5.819944174,5.732203932,5.53258618,5.089897753,5.061309764,5.182634974
"MCAT",6.897725492,6.798460005,6.641112473,6.732985266,6.866333505,6.789837258,6.443649581,6.716089079,6.827048214,6.603746546,6.688745164,6.536830172
"TTLL12",8.103091215,8.311623475,9.544338938,8.795771652,8.652617354,8.380154485,8.755287031,8.926517413,8.570056185,10.23669927,9.977894442,10.27658484
"SCUBE1",6.668664648,6.83554175,7.187536851,6.859388649,6.964369433,6.827915162,6.838739301,6.695264496,6.874649045,7.59633855,7.428704679,7.505473517
"EFCAB6",5.195678686,5.741883404,5.036966178,5.567337598,5.133093518,5.241437643,5.298376783,5.261478494,5.361036144,5.8599835,5.66073404,5.505828755
"EFCAB6-AS1",5.195678686,5.741883404,5.036966178,5.567337598,5.133093518,5.241437643,5.298376783,5.261478494,5.361036144,5.8599835,5.66073404,5.505828755
"SULT4A1",5.141227795,5.157601067,5.251286062,5.095954345,5.085704984,5.508014539,5.205161953,4.770075335,5.471862312,4.578615164,4.843045003,4.89168787
"PNPLA5",7.238922102,7.497055237,7.88349573,7.702277698,7.538907943,7.351224138,7.780761241,7.662628726,7.746309345,8.089146374,8.223865319,8.083713955
"IFI44",13.81295205,12.40524286,12.26729097,11.71078933,13.03716594,13.7250205,12.28145899,12.27911888,12.33982915,12.4914094,12.18768939,12.79383423
"KIAA0930",5.214170397,5.15234017,5.100484419,5.216748826,5.188910123,5.170570315,5.380896019,5.16859749,5.609818274,4.736151995,4.991733703,4.779569245
"SMC1B",2.663136378,2.677419645,2.676449167,2.671963789,2.673805596,2.694250556,2.761435291,2.679797516,2.711904222,2.603579297,2.60819241,2.614206045
"WNT7B",5.48089558,5.213028709,5.383401344,5.563728666,5.30347949,5.162824595,5.634377718,5.085002021,5.540084784,5.645499257,5.336998424,5.7711558
"PRR34",3.3629494605,3.4985260785,3.5190429355,3.661720411,3.3187989475,3.4088744875,3.379178827,3.207497867,3.1387638565,2.9877522825,3.1515506345,3.523259875
"CDPF1",5.164037392,5.283096506,5.208827518,5.317648937,5.256667334,5.235274504,4.802673021,4.740548873,4.628712857,4.224870974,5.339339103,4.469047322
"CELSR1",10.31552292,8.809785737,9.371709386,9.317322811,9.543232458,9.667523897,10.51538576,10.18980609,9.282769752,9.068174057,9.326887508,8.410139167
"CERK",10.34681085,10.11641385,9.053781114,9.789100236,9.813176689,9.828910569,12.02547074,11.92444523,11.51983509,10.82339995,11.39951865,8.964831829
"TBC1D22A",5.776635556,5.789369557,5.7209382815,5.8316566155,5.754624527,5.7521213305,5.6781212675,5.705185899,6.172171298,5.554073002,5.5736661775,5.4931082505
"TBC1D22A-AS1",2.663688815,2.678049956,2.677074187,2.671247993,2.673090884,2.693547876,2.773206398,2.691520573,3.477617618,2.615257495,2.619873323,2.625890498
"LINC01644",3.479008912,3.325656419,3.355179093,2.622607659,3.249535753,4.321524302,4.340667804,4.041024586,5.214140056,2.96435605,2.973681438,2.592346593
"Z84468.1",7.003091916,6.519565166,6.417352545,6.47830125,6.78133851,6.550678582,6.346935215,6.465467006,6.851948947,6.828072469,6.649289565,7.249499483
"TAFA5",5.1817684595,4.8972888405,5.0273274425,4.727348621,4.879793399,5.413369385,4.699848269,5.043379292,4.927448553,5.0419414365,5.1040731375,5.077096522
"C22orf34",4.042417529,4.523863802,4.737563732,4.456334727,4.116378499,4.765763708,3.795748901,3.359746402,4.405571402,4.605155608,3.886619859,4.503542996
"ALG12",6.814822838,7.18937611,7.748772083,7.276459662,7.220491266,7.174115246,6.581560781,6.91982528,7.122189721,7.709080841,7.452906916,7.399949109
"IL17REL",5.406369032,5.574822909,5.913876937,5.6157519,5.696122662,5.546855856,5.487317268,5.11659562,5.858250395,5.592723442,5.81664747,5.869244341
"TTLL8",3.104170267,3.187564765,3.284688624,3.444637132,3.315616754,2.816303531,2.878160181,2.796264165,2.828472433,3.481254442,3.305756477,3.379290837
"MLC1",5.559243059,5.642708993,6.081162598,5.798341752,5.717998372,5.652131346,4.921976656,5.691274293,5.966192641,6.335610288,6.026302092,6.016290569
"MAPK12",5.8133558555,5.844715959,5.524218051,5.6819532115,5.6327769445,5.91908829,5.967078154,5.766323278,5.965188078,5.5372068715,5.5042953805,5.6128448285
"MAPK11",2.869170168,2.833233747,2.772873073,2.814059248,2.815953968,2.836986289,2.906584412,2.822601274,2.85563037,2.74419339,2.748939032,2.755125432
"DENND6B",2.756307561,2.812173465,2.822029554,2.786660171,2.788503774,2.808968675,2.898789961,3.70945614,2.849210582,3.223027027,2.745397614,2.751417115
"ADGRL2",5.910696392,6.128320606,6.252675396,6.096514152,6.16509286,5.910674892,5.866463353,5.963602307,6.286954695,6.792917989,6.547570537,6.828126227
"SBF1",8.042310796,8.28781427,8.036298829,8.349190693,8.167907698,7.981104449,7.437063502,7.833038522,8.11944899,7.248313926,7.28721327,7.510665369
"LMF2",9.591116772,10.00844586,9.140384948,9.762386645,9.601710753,9.372644132,9.084025149,9.407795142,9.691121954,9.121987518,9.177022219,9.043808577
"TYMP",9.639993229,9.378863332,8.673057372,8.434109951,9.44435929,9.975311204,8.207815843,8.1927539,8.428037513,8.585045172,8.688887458,8.602698505
"ODF3B",8.979139029,8.736660028,8.161863908,8.07977303,8.724095668,9.12420115,8.398365911,8.524728843,8.680355319,8.943810312,9.090423702,8.812174609
"SYCE3",4.622939814,4.135556507,4.002529163,4.064706207,4.270105631,4.491951573,4.890196518,4.051306276,4.247806371,4.137334453,3.59889513,4.711059676
"ARSA",4.826270993,5.069069631,5.278705465,5.316119657,4.98026708,4.98736165,4.937846072,4.871074401,5.269167301,4.071510418,4.122226348,4.735737133
"IL17RA",7.861125141,8.159341894,8.671708668,8.296684219,8.174118788,8.02197447,8.077637053,8.25631033,8.422604086,8.812654146,8.709757132,8.713864806
"LINC01664",4.711074203,4.577086844,4.731619164,4.720203768,4.444100828,4.834779111,4.272297472,4.364437118,4.157888498,4.298212216,4.336304644,4.328994667
"CECR2",3.781553584,4.174538868,4.095498244,4.555275567,3.267284238,4.129372506,4.379501344,4.293965471,4.184549774,4.859650383,4.513065174,5.048135775
"AC007666.2",3.781553584,4.174538868,4.095498244,4.555275567,3.267284238,4.129372506,4.379501344,4.293965471,4.184549774,4.859650383,4.513065174,5.048135775
"BCL2L13",10.0084361,9.961165895,9.114612156,9.411635056,9.584933508,10.03964879,11.22982545,10.82626801,10.39007542,10.7966916,10.83156724,10.63202798
"USP18",6.39403757,5.019201826,5.301048749,5.153063304,5.593200036,6.045458098,4.552958423,4.45804572,5.035469542,4.49644599,4.132988012,4.682091989
"FAM230A",3.539661976,2.862790663,2.859312495,2.877529239,3.456030067,2.900409042,2.977318027,2.893507926,4.149835284,2.815261591,2.819997456,3.388723013
"FAM230J",3.539661976,2.862790663,2.859312495,2.877529239,3.456030067,2.900409042,2.977318027,2.893507926,4.149835284,2.815261591,2.819997456,3.388723013
"TSSK2",2.695144985,2.666878896,2.665904183,2.674447183,2.676290309,2.696749901,2.788169361,3.314941701,2.738602841,2.630200385,3.093955878,3.04233772
"MRPL40",11.72169313,11.54036585,11.33285374,11.45230934,11.52407465,11.60370558,12.2138384,11.98238793,11.7375436,11.90288506,11.9528972,11.75662895
"CDC45",8.305698558,8.40006968,7.853826738,8.135414184,8.110523295,8.329724539,8.207870193,8.042242146,8.022047192,8.544178964,8.782702167,8.558030372
"TBX1",4.819816493,5.026194199,4.578753542,4.72630277,4.754844155,4.980655341,4.417856073,4.385460957,4.736113486,4.75720415,4.575930597,4.524709569
"COMT",10.25069988,10.58076231,10.50973911,10.24725268,10.44188146,10.73168984,9.998306583,9.945521318,10.15737367,10.44648741,10.56305934,10.41366265
"TANGO2",5.31776614,5.115997147,5.031847252,5.068902422,5.173315479,5.367522935,4.796769359,4.394544442,4.712541224,4.577128008,4.606466209,5.007032131
"DGCR8",4.660311226,4.34566738,4.438644974,4.71279691,4.565967247,4.18682024,4.567517267,4.166429477,4.310384889,3.844020287,3.700094815,4.299473459
"RANBP1",6.403828351,6.394737658,5.516790166,5.95285357,6.100117777,6.432941348,6.732352675,6.120811586,6.262188043,5.334127837,5.395505404,5.461937845
"CAMK2N1",8.564430626,8.129558094,8.5762872,8.594014006,8.484469068,8.211861454,8.974906941,9.040670161,9.13082036,8.184114896,7.889667496,8.478344202
"ZDHHC8",5.33402804,5.459343206,5.397202607,5.207443701,5.395441829,5.613144323,5.411735191,5.299002523,5.428090081,5.389787274,5.812155565,5.46399157
"ZNF74",3.702672187,3.815059171,3.84072049,3.376165334,4.256314288,3.779903695,3.710340155,2.579425271,3.656428861,3.196267608,3.390661832,3.279163108
"MED15",5.813994986,6.212226542,6.070074725,6.099497939,5.904536103,6.163584064,5.588000941,5.602251904,5.787837948,5.070704855,5.408374276,5.47373579
"SERPIND1",3.403262402,3.194880446,3.19404793,3.351697079,3.572882262,2.857922748,2.926596952,2.84466362,3.961049744,3.215745154,3.214794947,3.382771961
"SNAP29",9.845577746,10.00180723,9.701495331,9.642501208,9.862396539,10.11489008,9.290559161,9.276701251,9.274948102,9.543173301,9.379190643,9.823699187
"CRKL",7.370154746,7.394805477,7.767626286,7.465458448,7.583955389,7.541515866,7.319001169,7.343451739,7.618138494,7.629551736,7.589905997,7.756125271
"AIFM3",7.699882477,7.80231713,7.36014369,7.386340452,7.693904368,7.90705754,7.580717527,7.324897558,7.123438466,7.988686547,8.115262791,7.89761523
"AC002470.2",6.1794575305,6.242858717,5.9891084555,5.953116118,6.2630436615,6.3233731685,6.249812761,5.9639691025,5.800307075,6.033240564,6.0293697305,6.0178734625
"LZTR1",4.659032584,4.683400304,4.618073221,4.519891784,4.832182955,4.739688797,4.918907995,4.603040647,4.477175684,4.077794581,3.94347667,4.138131695
"P2RX6",3.945769804,4.203332399,4.076884912,3.991543203,4.183939909,4.110134302,3.957386971,4.090050354,3.733436034,4.35263116,3.854529026,3.679435383
"HIC2",10.60502024,10.92105064,11.45840867,11.15565084,10.97769986,10.89529402,10.04644262,10.76369828,11.37424036,10.90571788,11.14333918,10.98982962
"PRKACB",8.890998172,9.812392201,9.25846285,9.273195613,9.402723453,9.459973514,8.251619883,8.291763615,8.733553196,7.48690093,7.357979785,7.45557125
"CCDC116",3.432047975,3.414166521,4.032447581,3.138764849,3.836357875,3.817638653,3.245844785,3.941109582,3.912627939,4.107327637,3.878227856,3.997088954
"SDF2L1",10.83061442,10.69845417,10.76126227,10.84761992,10.79370582,10.67231067,10.71187106,10.73521467,10.8707432,10.81477981,10.63049433,10.81939375
"PPIL2",6.137669959,6.022133217,6.107856522,6.042692262,6.155441665,6.21199047,5.609618207,5.619821491,5.528394265,5.539338784,5.538065127,5.76209112
"SAMD13",5.388640123,5.516446871,4.823274474,5.313553625,5.553798658,4.980716287,5.004983609,5.613425799,5.091901199,5.251424045,4.50688735,3.908406337
"DNASE2B",2.739952064,2.891711568,2.927950426,2.838850259,2.840904286,2.863704993,2.940569179,2.849524782,2.885330948,2.764524404,2.769669057,2.776375607
"RPF1",11.95608263,11.63943328,11.42814499,11.6819155,11.64499202,11.69868226,12.03645258,12.13901702,12.11039176,11.51436858,11.42864759,11.48823603
"GGTLC2",7.559541985,8.266820611,7.427366203,7.836421813,7.740489889,7.666301003,6.821688482,7.420257822,8.442412158,7.976467628,8.001495612,8.149597908
"IGLL5",5.995259737,5.335741951,5.470444558,5.256067591,5.746229819,5.919939196,5.472724355,5.705326166,6.243025946,5.758127891,5.972745818,5.304089335
"GNAZ",7.555049428,7.724891226,8.10089457,7.907412697,7.85076764,7.720975772,7.624195001,7.88702815,7.897024711,7.968492695,7.947718525,7.766891135
"RAB36",3.669260864,3.747385425,3.719182302,3.468840044,3.857837532,3.828947362,2.794199885,2.712493276,2.744627054,3.457393609,3.66337114,3.74717771
"BCR",7.432798929,7.26884933,6.735984298,7.377564649,7.166378112,7.006077996,6.933459834,7.072526186,7.400818221,6.324705486,6.50837863,6.308175958
"AP000347.1",9.693372252,9.897204861,8.945799857,9.774366348,9.442689348,9.337716637,9.631222606,9.553363835,9.310550574,9.703661616,9.563040897,9.402429135
"RGL4",9.693372252,9.897204861,8.945799857,9.774366348,9.442689348,9.337716637,9.631222606,9.553363835,9.310550574,9.703661616,9.563040897,9.402429135
"GUSBP11",9.693372252,9.897204861,8.945799857,9.774366348,9.442689348,9.337716637,9.631222606,9.553363835,9.310550574,9.703661616,9.563040897,9.402429135
"C22orf15",4.440182889,4.450484215,4.429630313,4.256165131,4.354193343,4.804610067,4.647503591,3.638838946,4.183811166,4.053355017,4.128041433,4.213245131
"MMP11",5.779087143,6.399897401,6.141277604,6.172281945,6.069910229,5.957425149,6.147667605,6.064099314,6.080265013,6.320453401,6.343898876,6.181284739
"DDOST",14.05830152,13.96868619,13.94720082,13.91504808,14.00651452,14.06774434,14.30254728,14.23086382,14.1266393,13.95276862,14.01651693,13.87727493
"CABIN1",9.886695408,10.46081283,10.67653807,10.50219955,10.2069854,10.22693348,9.548130269,10.29723658,10.98166874,10.94188948,10.92871731,10.71480196
"SUSD2",8.896269419,8.788772383,8.672914181,8.805803453,8.689704209,8.854448279,8.749469142,9.072580348,9.242346171,8.864621427,8.83977092,8.852872374
"SPECC1L-ADORA2A",7.0646833225,7.1024269235,6.940387115,7.010977182,7.121354071,7.042489029,7.1894184865,7.1002588035,7.092576156,6.4804731515,6.416816988,6.242944628
"SPECC1L",9.533097725,9.566950753,9.216109277,9.522056095,9.432322489,9.386121656,9.635360905,9.258274393,9.149912734,9.08753668,9.019270797,9.09321697
"TNFRSF4",7.563661906,7.987881659,8.056995524,8.00264953,7.838777323,7.833809641,7.218367304,8.182828962,8.869271539,9.104421937,9.220260094,8.74751115
"ADORA2A",4.59626892,4.637903094,4.664664953,4.499898269,4.810385653,4.698856402,4.743476068,4.942243214,5.035239578,3.873409623,3.814363179,3.392672286
"UPB1",4.110816216,4.214739402,4.146031835,4.338929683,4.109863087,4.076619678,4.411835591,4.02155143,3.931375347,3.306302537,3.129747686,3.717336506
"SNRPD3",10.92697284,10.44373188,10.44772773,10.54679953,10.63076993,10.66255305,10.88199284,10.62113105,10.46761229,10.55151544,10.48534535,10.67215406
"SGSM1",5.09605135,4.946930439,4.937932502,5.251828215,5.164249477,4.715832572,3.901829142,4.887819006,5.182418137,3.753904029,3.424090377,3.722985737
"KIAA1671",4.120083613,3.934309702,3.933339528,4.738395638,4.227093731,3.123509715,4.45478496,3.562617942,3.622339964,2.872722577,3.21304987,3.025601654
"CRYBB3",4.757712905,4.544527333,4.138162106,4.897903467,4.260598134,4.329214983,4.832607969,4.645231688,4.315816334,3.601844674,4.108947546,3.796180758
"CRYBB2",5.46371358,5.598932617,5.304731378,4.92959096,5.656138459,5.926808218,5.209038095,5.385784085,5.308252831,4.000449739,4.462322662,4.497024163
"GRK3",7.7156289,8.15372812,7.132189398,7.263090796,7.748800905,7.969699671,7.407176477,7.450556867,6.948201778,7.867140484,7.643818743,7.759015394
"CCN1",4.0769173315,4.254996608,4.3295618495,4.224294361,4.2818836505,4.076859065,4.237953493,4.299617802,4.282150701,4.773076331,4.7888552775,4.8860226985
"MYO18B",4.123963728,4.279133556,4.321317862,5.55120078,4.840906336,2.434642849,3.446264657,2.847722057,2.306301144,2.19788193,2.202499058,2.786378486
"SEZ6L",5.229578184,5.29784822,5.412974978,4.823260216,5.358067297,5.69774447,4.830585698,4.814262175,4.972471635,5.321901835,5.184219665,4.893525657
"ASPHD2",7.207538206,7.578585629,7.776337642,7.413322174,7.505092183,7.701119271,7.053509005,7.519195382,7.613161648,7.582592184,7.480427236,7.5952521
"CRYBA4",3.515439145,3.543938134,3.707214827,3.224495576,3.766352464,3.832793078,4.035357935,3.667583065,4.280720004,3.475579658,3.499676177,3.570904297
"MIATNB",5.973048223,5.997956471,6.543121576,5.957392177,6.186592402,6.291668496,4.750429664,5.036300794,5.432316571,5.553109368,5.559180221,5.301013832
"HSCB",8.85954,8.930124273,9.081871974,8.922236423,8.975936092,9.056971751,8.587397672,8.384974472,8.439847927,8.388069977,8.166193058,8.545707926
"CCDC117",8.63989092,8.323463901,8.072619848,8.353429472,8.340024635,8.497088834,7.775023216,7.953174067,8.101988485,7.730814965,7.838931521,7.781248627
"ZNRF3",5.645966624,6.08614333,5.884609995,5.976887834,5.715475866,5.768633351,5.881769077,5.551486077,6.063018645,5.886871976,6.234859038,6.118850589
"KREMEN1",3.46955486,3.791878092,3.439838302,3.441615241,3.910564794,3.423290253,3.665181496,4.438168697,3.88793978,3.458744161,3.587939867,3.824601175
"EMID1",2.663136378,2.677419645,2.676449167,2.671963789,2.673805596,2.694250556,2.761435291,2.679797516,2.711904222,2.603579297,2.60819241,2.614206045
"CLCA2",3.174263093,2.869568515,3.004381387,2.989770188,2.99173685,3.013567752,3.088409921,3.001238003,3.03552119,2.919853028,3.321104487,2.931200152
"EWSR1",13.52915476,13.20066097,13.44414262,13.38603555,13.35957387,13.45311682,13.48670163,13.27029568,13.08620459,12.98370029,12.99928812,12.90597565
"GAS2L1",4.934358632,4.92101958,5.159042817,4.838085413,5.112065772,5.193312038,5.354652108,4.371885061,4.820822796,4.674081095,4.712078769,4.800490819
"RFPL1",4.056409284,3.912051028,4.187771093,3.191491041,4.285433824,4.59809514,4.193205117,3.182163568,3.214342962,4.219257538,3.897908254,4.174342171
"NEFH",5.433331739,5.679110742,5.185736699,5.515989767,5.402380369,5.485531014,4.143325463,5.150563181,4.899777386,4.476381819,4.654209567,4.065521083
"NF2",6.813886638,6.931890431,6.121207201,6.789360557,6.66244071,6.553539568,6.986157374,6.837372193,7.158079482,6.57452882,6.528457218,6.588878684
"CABP7",3.812521813,3.668906482,3.929160298,4.176423555,3.524392074,3.749760329,4.204476676,3.526473711,3.607688835,3.885012319,3.586242986,3.328968188
"CLCA1",2.663136378,2.677419645,2.676449167,2.671963789,2.673805596,2.694250556,2.761435291,2.679797516,2.711904222,2.603579297,2.60819241,2.614206045
"AC004882.3",8.825252278,8.584206078,8.059222088,8.450605778,8.505081069,8.585199017,8.131876846,8.392699186,8.664723606,8.669693361,8.571278992,8.848833735
"UQCR10",8.825252278,8.584206078,8.059222088,8.450605778,8.505081069,8.585199017,8.131876846,8.392699186,8.664723606,8.669693361,8.571278992,8.848833735
"AC003681.1",4.975618547,5.134374078,4.812473507,4.82797796,5.022998418,5.201876,5.250997521,4.981609398,4.825851805,5.047212174,4.87018537,4.94710449
"MTMR3",4.975618547,5.134374078,4.812473507,4.82797796,5.022998418,5.201876,5.250997521,4.981609398,4.825851805,5.047212174,4.87018537,4.94710449
"HORMAD2-AS1",4.975618547,5.134374078,4.812473507,4.82797796,5.022998418,5.201876,5.250997521,4.981609398,4.825851805,5.047212174,4.87018537,4.94710449
"HORMAD2",2.719949818,2.748235358,2.831256502,2.759501942,2.761421733,2.782732354,2.853473974,2.76837957,2.801845708,2.688934192,2.693742629,2.700010887
"AC004264.1",3.108875431,3.304530016,3.458362982,3.244934587,3.246849144,3.268101665,3.343977917,3.259115508,3.292490406,3.179886725,3.743068215,3.190933222
"CCDC157",5.867282962,6.078784439,7.00055949,6.492992988,6.298779645,6.191482982,6.355820062,6.330253542,6.688032972,5.600086397,5.798343026,5.507054533
"MTFP1",6.787301709,6.693311693,5.7638267045,6.4656945255,6.5287760055,6.284612099,7.001340708,6.8782873435,7.0453006445,5.96187981,6.1058998345,6.0862017185
"CLCA4-AS1",6.095268818,6.605837544,6.336949431,6.639622655,6.199450133,6.169884892,5.318923251,6.002205304,6.432859301,5.247989142,5.439128956,5.290209007
"CLCA4",6.095268818,6.605837544,6.336949431,6.639622655,6.199450133,6.169884892,5.318923251,6.002205304,6.432859301,5.247989142,5.439128956,5.290209007
"TCN2",5.745282922,5.876848608,5.387649668,5.550144584,5.733710397,5.768847263,5.061585038,4.981504209,5.048148726,5.673586149,5.22092544,6.163239026
"OSBP2",6.683548119,6.785655642,6.999225579,6.866469825,6.879049708,6.75771452,7.586112951,6.616609263,7.08215173,6.837573777,6.981708785,6.7505544
"SMTN",5.879020019,6.218257772,6.373611801,6.224401676,6.119682262,6.072298004,6.018667792,6.211686587,6.065040638,6.555939554,6.747239069,6.722977744
"INPP5J",5.695886144,5.590701758,5.916159485,5.783966873,5.565689196,5.725674125,5.51782075,5.780148168,5.951581268,6.297567737,6.226903071,5.768256193
"RNF185",5.736032585,6.110666529,6.377693133,6.286383185,5.921274145,5.971417314,6.148143184,6.260512599,5.894796884,5.936426223,5.877233659,6.311729039
"LIMK2",6.616139646,7.26024132,6.933691962,7.030021548,6.884446452,6.895052088,6.264644719,6.627257288,6.986141596,7.073547829,7.171113156,7.256211987
"SH3GLB1",11.88368309,11.87854577,11.64826638,11.59964757,11.83399533,11.97112412,11.78804243,11.71837512,11.89255352,12.13569593,11.96826963,12.32505491
"SFI1",10.45718619,10.90715466,10.25357968,10.56465,10.50815754,10.53858218,10.97560073,10.78176276,10.7106176,10.24883635,10.05129109,10.45426541
"HS2ST1",5.532938211,5.5338734225,5.751504862,5.574907107,5.6411040525,5.6836918965,5.8745933165,5.697342106,5.548504745,5.1047226215,5.2477926115,5.2426020625
"DEPDC5",7.351906393,7.496416811,7.732637958,7.619826783,7.509370918,7.402554536,7.152747749,7.251611735,7.350876029,7.087245246,6.901810704,7.119702211
"YWHAH",11.31287384,11.19897426,11.96190431,11.4541212,11.49961722,11.60157395,10.70531062,10.63622939,10.81302085,11.178965,11.22520577,11.1502786
"SLC5A1",2.792546296,2.738361367,2.708899834,2.741162074,2.743042899,2.763920979,2.832885351,2.749518101,2.782304979,2.67168522,2.67639606,2.682537093
"KIF17",5.078153611,4.801326536,4.943566419,5.168866504,4.878394064,4.807867084,4.384558869,4.836309086,4.755174119,4.776201608,4.390108447,4.611960975
"RFPL3",4.842659174,5.075613885,5.253436983,5.041603335,5.307920595,4.643709597,5.30831109,4.827208635,5.132579384,6.183669389,6.427433303,6.272612452
"FBXO7",10.89012387,10.68047786,10.82236799,10.85875359,10.77661851,10.82469474,10.75809464,11.03307531,11.1736542,10.65882566,10.84586527,10.4363646
"LINC01140",2.781964773,2.857866295,2.895595884,2.832476216,2.834395731,2.855703285,2.926432308,2.841350146,2.874811469,2.761916198,2.766723943,2.7729913
"AC093155.3",2.781964773,2.857866295,2.895595884,2.832476216,2.834395731,2.855703285,2.926432308,2.841350146,2.874811469,2.761916198,2.766723943,2.7729913
"TIMP3",2.81252534,3.39524379,3.17972331,3.09439181,3.096312877,3.117637661,3.207820385,3.122669425,3.156157805,3.935611308,3.727563375,3.629778299
"ISX",4.654543408,4.832714308,5.074148407,5.085683142,4.856126463,4.731642954,4.870216951,4.831940568,4.941751403,4.734834245,4.80394797,4.745113084
"HMGXB4",6.916098472,7.07047469,6.628437239,6.764008206,6.908972072,6.924826274,5.690887798,5.771094763,5.842232029,6.168755227,5.821303473,5.800941213
"TOM1",6.19509797,6.195465056,6.28106865,6.098824732,6.116505696,6.512328631,6.152283711,6.072032483,5.979642798,6.183316558,6.427235581,6.209520587
"LMO4",8.897782323,8.636354908,8.697220294,8.614228107,8.810707091,8.966304716,8.241737398,8.420699752,8.676370798,8.061332617,8.301089012,8.312915251
"HMOX1",8.016944658,7.993460693,8.175981185,7.747120912,8.172805953,8.37027918,7.567327172,7.529108758,7.84482628,8.35219254,8.336597187,8.340974351
"MCM5",9.150577756,9.2168642,8.928606133,9.239709602,9.116072757,9.050105926,8.93767972,9.054030951,9.343173635,9.072329569,9.198616073,8.928181621
"RASD2",3.596418212,3.376758898,3.41016296,3.983882919,3.530295115,2.861440468,2.923936831,3.974371613,2.874279366,3.672685849,3.336673982,3.534805263
"APOL6",7.151217374,6.593862254,6.131546456,6.506356361,6.59689754,6.906409578,6.682595134,6.419707572,6.932603747,5.973840902,5.681055392,6.435707811
"APOL5",6.06515295,5.075054195,4.50886803,5.265717834,5.32031068,5.08235775,5.818411551,5.328030218,5.787958897,4.319758594,4.731551646,4.678004323
"APOL1",8.186343425,7.869519585,7.882454467,8.044329175,7.993412716,8.01391314,7.228342892,7.427930162,7.616875019,7.089788035,6.850665114,7.493149939
"NCF4",9.211446522,9.924167298,9.192930502,9.088897641,9.469452534,9.782517825,9.351009848,9.214840095,9.126062643,10.5974649,10.82852715,10.36781637
"CSF2RB",5.743721288,5.756289066,6.212150993,5.707380895,5.753361031,6.178668415,5.667259593,5.230821905,5.600887966,5.980856177,5.914560167,6.220506372
"MPST",6.088116596,6.466317639,6.200079714,6.349849523,6.199654851,6.411299191,5.777529161,5.945070439,6.243797452,5.841092604,5.938507489,5.753703088
"KCTD17",3.924742262,3.841114114,3.775136276,3.647495223,4.071896935,3.870366573,3.913580737,3.68737808,4.323607243,3.429323813,3.380384601,3.068870186
